time,spatial_ref,values,indice
2022-03-23 03:20:15.728245,4326,0.7284660351390574,0
2022-03-24 03:14:12.685366,4326,0.7280318419274453,0
2022-04-16 03:20:15.559889,4326,0.2975437060993416,0
2022-04-24 03:20:13.200949,4326,0.2917383261393577,0
2022-04-25 03:13:59.967091,4326,0.3181821932282412,0
2022-05-03 03:14:03.459407,4326,0.5258489662495576,0
2022-05-10 03:20:18.925396,4326,0.5630542981513446,0
2022-05-11 03:13:53.461831,4326,0.6135358930179624,0
2022-06-04 03:14:16.962707,4326,0.7661916192655222,0
2022-06-12 03:13:49.222515,4326,0.7490695147061446,0
2022-07-05 03:20:16.997298,4326,0.7501996012207414,0
2022-03-23 03:20:15.728245,4326,0.6717044324258158,1
2022-03-24 03:14:12.685366,4326,0.6406865961228966,1
2022-04-09 03:14:09.306474,4326,0.3186934006200085,1
2022-04-16 03:20:15.559889,4326,0.2951248733917573,1
2022-04-24 03:20:13.200949,4326,0.3204641500746522,1
2022-04-25 03:13:59.967091,4326,0.3245623201377732,1
2022-05-10 03:20:18.925396,4326,0.3620929991278828,1
2022-05-11 03:13:53.461831,4326,0.5565134347418047,1
2022-06-04 03:14:16.962707,4326,0.6846341607489573,1
2022-06-12 03:13:49.222515,4326,0.773877468332025,1
2022-07-05 03:20:16.997298,4326,0.7198296110246555,1
2022-03-23 03:20:15.728245,4326,0.6249143735738945,2
2022-04-16 03:20:15.559889,4326,0.281753184535245,2
2022-04-24 03:20:13.200949,4326,0.4535407745757976,2
2022-04-25 03:13:59.967091,4326,0.4449490307838888,2
2022-05-11 03:13:53.461831,4326,0.6796181637806701,2
2022-06-03 03:19:57.305469,4326,0.3104470005230426,2
2022-06-04 03:14:16.962707,4326,0.8074538442812013,2
2022-06-19 03:20:07.242837,4326,0.7596981031339763,2
2022-07-05 03:20:16.997298,4326,0.7158572459193387,2
2022-03-24 03:14:12.685366,4326,0.6545739820837898,3
2022-04-16 03:20:15.559889,4326,0.3471027036976761,3
2022-04-25 03:13:59.967091,4326,0.5221737182691302,3
2022-05-10 03:20:18.925396,4326,0.627212941489752,3
2022-06-03 03:19:57.305469,4326,0.5469255695557469,3
2022-06-04 03:14:16.962707,4326,0.7968061304777382,3
2022-06-12 03:13:49.222515,4326,0.7815805037342342,3
2022-07-05 03:20:16.997298,4326,0.7190276015650173,3
2022-03-24 03:14:12.685366,4326,0.3528974549755687,4
2022-04-09 03:14:09.306474,4326,0.3149364536091312,4
2022-04-16 03:20:15.559889,4326,0.2008702593255977,4
2022-04-24 03:20:13.200949,4326,0.3052207799813214,4
2022-04-25 03:13:59.967091,4326,0.4606311089719054,4
2022-05-03 03:14:03.459407,4326,0.5638145000346398,4
2022-05-10 03:20:18.925396,4326,0.8152865245805118,4
2022-05-11 03:13:53.461831,4326,0.7573058806701206,4
2022-06-04 03:14:16.962707,4326,0.8600867536129941,4
2022-06-12 03:13:49.222515,4326,0.8163706134356327,4
2022-06-19 03:20:07.242837,4326,0.8213083988118479,4
2022-07-05 03:20:16.997298,4326,0.6332840520422265,4
2022-03-23 03:20:15.728245,4326,0.5638629719632865,5
2022-03-24 03:14:12.685366,4326,0.5867438076240902,5
2022-04-09 03:14:09.306474,4326,0.2888900733095421,5
2022-04-24 03:20:13.200949,4326,0.4381872982972532,5
2022-04-25 03:13:59.967091,4326,0.5078038701048965,5
2022-05-10 03:20:18.925396,4326,0.5010893163152572,5
2022-05-11 03:13:53.461831,4326,0.6903716951605502,5
2022-06-04 03:14:16.962707,4326,0.7432712172410705,5
2022-06-12 03:13:49.222515,4326,0.7339956104494691,5
2022-07-05 03:20:16.997298,4326,0.6816844784985059,5
2022-03-24 03:14:12.685366,4326,0.5329852059548392,6
2022-04-08 03:20:13.150736,4326,0.1706004526495498,6
2022-04-09 03:14:09.306474,4326,0.2520214561713603,6
2022-04-16 03:20:15.559889,4326,0.3084332989583286,6
2022-04-25 03:13:59.967091,4326,0.6643895278633517,6
2022-05-11 03:13:53.461831,4326,0.8263704261895287,6
2022-06-03 03:19:57.305469,4326,0.8333048555270249,6
2022-06-04 03:14:16.962707,4326,0.8503405396990036,6
2022-06-12 03:13:49.222515,4326,0.8179142730971417,6
2022-06-19 03:20:07.242837,4326,0.817364348208246,6
2022-07-05 03:20:16.997298,4326,0.6849111434562062,6
2022-03-23 03:20:15.728245,4326,0.4643226556889161,7
2022-03-24 03:14:12.685366,4326,0.4205104063496705,7
2022-04-09 03:14:09.306474,4326,0.173809928053021,7
2022-04-16 03:20:15.559889,4326,0.298513995810931,7
2022-04-25 03:13:59.967091,4326,0.5920705083670584,7
2022-05-11 03:13:53.461831,4326,0.7742368236956364,7
2022-06-03 03:19:57.305469,4326,0.6593697876399728,7
2022-06-04 03:14:16.962707,4326,0.8029134942703392,7
2022-06-12 03:13:49.222515,4326,0.5742464287434581,7
2022-07-05 03:20:16.997298,4326,0.5052415163012267,7
2022-03-23 03:20:15.728245,4326,0.5608949273325579,8
2022-03-24 03:14:12.685366,4326,0.525336665148574,8
2022-04-09 03:14:09.306474,4326,0.21224924149017,8
2022-04-16 03:20:15.559889,4326,0.1639139782489055,8
2022-04-25 03:13:59.967091,4326,0.5445276874039582,8
2022-05-11 03:13:53.461831,4326,0.7700651620259668,8
2022-06-03 03:19:57.305469,4326,0.3472437628444565,8
2022-06-04 03:14:16.962707,4326,0.8345528712605318,8
2022-06-12 03:13:49.222515,4326,0.8079160644972392,8
2022-07-05 03:20:16.997298,4326,0.6511769509818077,8
2022-03-23 03:20:15.728245,4326,0.6763050688923723,9
2022-03-24 03:14:12.685366,4326,0.6361786434332618,9
2022-04-09 03:14:09.306474,4326,0.3336718602714384,9
2022-04-16 03:20:15.559889,4326,0.2354433388122394,9
2022-04-24 03:20:13.200949,4326,0.4936214820430211,9
2022-04-25 03:13:59.967091,4326,0.3928882217132661,9
2022-05-11 03:13:53.461831,4326,0.7514719901306567,9
2022-06-03 03:19:57.305469,4326,0.6494449187265015,9
2022-06-04 03:14:16.962707,4326,0.8174360482490308,9
2022-06-12 03:13:49.222515,4326,0.7944124796817,9
2022-07-05 03:20:16.997298,4326,0.7252662387451047,9
2022-03-24 03:14:12.685366,4326,0.5642719018009712,10
2022-04-09 03:14:09.306474,4326,0.2778109041421759,10
2022-04-16 03:20:15.559889,4326,0.1355209446005221,10
2022-04-25 03:13:59.967091,4326,0.3819496079918102,10
2022-05-11 03:13:53.461831,4326,0.7247061938412889,10
2022-06-03 03:19:57.305469,4326,0.8204824707522261,10
2022-06-04 03:14:16.962707,4326,0.7979213775460581,10
2022-06-12 03:13:49.222515,4326,0.7971875925714079,10
2022-07-05 03:20:16.997298,4326,0.7852937154466779,10
2022-03-23 03:20:15.728245,4326,0.611465770119906,11
2022-03-24 03:14:12.685366,4326,0.5957392170534289,11
