time,spatial_ref,values,indice
2022-03-23 03:20:15.728245,4326,0.4669505932398196,0
2022-04-16 03:20:15.559889,4326,0.23266584283240496,0
2022-05-10 03:20:18.925396,4326,0.3534921112222543,0
2022-06-19 03:20:07.242837,4326,0.745408768823313,0
2022-07-05 03:20:16.997298,4326,0.8129820171561386,0
2022-03-24 03:14:12.685366,4326,0.5295129401023786,1
2022-04-09 03:14:09.306474,4326,0.21433279323318596,1
2022-04-25 03:13:59.967091,4326,0.4552967742926552,1
2022-05-03 03:14:03.459407,4326,0.5085925708452804,1
2022-06-04 03:14:16.962707,4326,0.8376328470821413,1
2022-06-12 03:13:49.222515,4326,0.786380263740525,1
2022-06-19 03:20:07.242837,4326,0.8333907122518829,1
2022-03-23 03:20:15.728245,4326,0.7332853711349286,2
2022-04-08 03:20:13.150736,4326,0.3898254576234781,2
2022-04-09 03:14:09.306474,4326,0.32039063873205326,2
2022-04-25 03:13:59.967091,4326,0.2617511062496893,2
2022-05-10 03:20:18.925396,4326,0.4871121515779505,2
2022-05-11 03:13:53.461831,4326,0.5588704252535994,2
2022-06-04 03:14:16.962707,4326,0.8269067972905157,2
2022-03-23 03:20:15.728245,4326,0.5516061680828632,3
2022-04-16 03:20:15.559889,4326,0.08759805654522916,3
2022-04-24 03:20:13.200949,4326,0.38289956347097215,3
2022-05-10 03:20:18.925396,4326,0.74882121506988,3
2022-06-19 03:20:07.242837,4326,0.8627959893695895,3
2022-07-05 03:20:16.997298,4326,0.7776175519247231,3
2022-03-23 03:20:15.728245,4326,0.2831155186300507,4
2022-03-24 03:14:12.685366,4326,0.25724569881673776,4
2022-04-08 03:20:13.150736,4326,0.18056645842739882,4
2022-04-09 03:14:09.306474,4326,0.19703707450139166,4
2022-04-16 03:20:15.559889,4326,0.2742529387665059,4
2022-04-24 03:20:13.200949,4326,0.6610570556937034,4
2022-05-10 03:20:18.925396,4326,0.7616380286204918,4
2022-06-04 03:14:16.962707,4326,0.8099980357208868,4
2022-06-19 03:20:07.242837,4326,0.7671760870007528,4
2022-06-20 03:14:27.212213,4326,0.7159080238324742,4
2022-07-05 03:20:16.997298,4326,0.46169464037801866,4
2022-04-08 03:19:49.246987,4326,0.6091375977664752,5
2022-04-08 03:20:13.150736,4326,0.6120737444799375,5
2022-04-16 03:19:51.651930,4326,0.5696160247930422,5
2022-04-16 03:20:15.559889,4326,0.5862790183305387,5
2022-04-24 03:19:49.284493,4326,0.5720584738931477,5
2022-04-24 03:20:13.200949,4326,0.5746595637118854,5
2022-05-10 03:19:55.021649,4326,0.44906008991931895,5
2022-05-10 03:20:18.925396,4326,0.27007731526783557,5
2022-07-05 03:19:53.089337,4326,0.754463121106969,5
2022-07-05 03:20:16.997298,4326,0.7503126545410608,5
2022-03-23 03:20:15.728245,4326,0.39833861309907553,6
2022-03-24 03:14:12.685366,4326,0.3963843696538858,6
2022-04-08 03:20:13.150736,4326,0.2115224948184547,6
2022-04-09 03:14:09.306474,4326,0.23427427321848548,6
2022-05-11 03:13:53.461831,4326,0.8064788159061628,6
2022-06-03 03:19:57.305469,4326,0.8404012390523167,6
2022-06-04 03:14:16.962707,4326,0.6364692960312244,6
2022-06-12 03:13:49.222515,4326,0.770741191009773,6
2022-06-19 03:20:07.242837,4326,0.7509391748871295,6
2022-03-23 03:19:51.820261,4326,0.6505184148131422,7
2022-03-23 03:20:15.728245,4326,0.6528322662392848,7
2022-04-08 03:19:49.246987,4326,0.3107431146338725,7
2022-04-08 03:20:13.150736,4326,0.3108790941846453,7
2022-04-16 03:19:51.651930,4326,0.293354400697972,7
2022-04-16 03:20:15.559889,4326,0.30639292900868265,7
2022-04-24 03:19:49.284493,4326,0.25787981748394173,7
2022-06-19 03:20:07.242837,4326,0.7074624146045295,7
2022-07-05 03:19:53.089337,4326,0.7948988854804583,7
2022-07-05 03:20:16.997298,4326,0.7896062747743836,7
2022-03-24 03:14:12.685366,4326,0.6106525489356202,8
2022-06-04 03:14:16.962707,4326,0.842625799569123,8
2022-06-12 03:13:49.222515,4326,0.7925094017305255,8
2022-06-20 03:14:27.212213,4326,0.8198397264566551,8
2022-03-23 03:20:15.728245,4326,0.5970134196874205,9
2022-03-24 03:14:12.685366,4326,0.5753145295391083,9
2022-04-25 03:13:59.967091,4326,0.16049896728333354,9
2022-05-10 03:20:18.925396,4326,0.7366175318471492,9
2022-05-11 03:13:53.461831,4326,0.7407476864120022,9
2022-06-03 03:19:57.305469,4326,0.446651650572301,9
2022-06-04 03:14:16.962707,4326,0.8433374938537765,9
2022-06-12 03:13:49.222515,4326,0.7834295782774433,9
2022-06-19 03:20:07.242837,4326,0.8574500377242857,9
2022-07-05 03:20:16.997298,4326,0.7764704331942768,9
2022-03-23 03:20:15.728245,4326,0.6029680048975532,10
2022-04-16 03:20:15.559889,4326,0.185056436202628,10
2022-04-24 03:20:13.200949,4326,0.23420412967274767,10
2022-05-10 03:20:18.925396,4326,0.7121446812373966,10
2022-03-23 03:20:15.728245,4326,0.30867994407562754,11
2022-03-24 03:14:12.685366,4326,0.41174176671640844,11
2022-04-08 03:19:49.246987,4326,0.47143406727920417,11
2022-04-08 03:20:13.150736,4326,0.3946159622968411,11
2022-04-09 03:14:09.306474,4326,0.3542103648532428,11
2022-04-16 03:20:15.559889,4326,0.32553411386685066,11
2022-04-25 03:13:59.967091,4326,0.3263932502804393,11
2022-06-04 03:14:16.962707,4326,0.8312241926276452,11
2022-06-12 03:13:49.222515,4326,0.8182399949557171,11
2022-06-19 03:20:07.242837,4326,0.8457138719994584,11
2022-07-05 03:20:16.997298,4326,0.7700855820505129,11
2022-03-23 03:20:15.728245,4326,0.6543757846648955,12
2022-04-16 03:20:15.559889,4326,0.19067058021430733,12
2022-04-24 03:20:13.200949,4326,0.19961972590653146,12
2022-04-25 03:13:59.967091,4326,0.21262340488854092,12
2022-05-11 03:13:53.461831,4326,0.3464001992047544,12
2022-06-19 03:20:07.242837,4326,0.825916938707819,12
2022-07-05 03:20:16.997298,4326,0.7558468135877764,12
2022-03-23 03:20:15.728245,4326,0.5516061680828632,13
2022-04-16 03:20:15.559889,4326,0.08759805654522916,13
2022-04-24 03:20:13.200949,4326,0.38289956347097215,13
2022-05-10 03:20:18.925396,4326,0.74882121506988,13
2022-06-19 03:20:07.242837,4326,0.8627959893695895,13
2022-07-05 03:20:16.997298,4326,0.7776175519247231,13
2022-03-24 03:14:12.685366,4326,0.4860368713927331,14
2022-04-09 03:14:09.306474,4326,0.10773347740958297,14
2022-04-25 03:13:59.967091,4326,0.3249392734032623,14
2022-05-03 03:14:03.459407,4326,0.6687321489781801,14
2022-06-04 03:14:16.962707,4326,0.8410292038543195,14
2022-06-12 03:13:49.222515,4326,0.8251235053749584,14
2022-06-19 03:20:07.242837,4326,0.8513852259476298,14
2022-06-20 03:14:27.212213,4326,0.7978497425917859,14
2022-04-16 03:20:15.559889,4326,0.24207459192950534,15
2022-04-24 03:20:13.200949,4326,0.6750663730977301,15
2022-04-25 03:13:59.967091,4326,0.6974058997830349,15
2022-05-11 03:13:53.461831,4326,0.8475269677484829,15
2022-07-05 03:20:16.997298,4326,0.6912108808738976,15
2022-04-08 03:20:13.150736,4326,0.14448681373518257,16
2022-05-10 03:20:18.925396,4326,0.8527330529545588,16
2022-06-19 03:20:07.242837,4326,0.821351328444674,16
2022-03-23 03:20:15.728245,4326,0.6319284611717256,17
2022-04-24 03:20:13.200949,4326,0.2763290873474514,17
2022-05-10 03:20:18.925396,4326,0.7477232308593533,17
2022-06-04 03:14:16.962707,4326,0.8383955609306518,17
2022-06-19 03:20:07.242837,4326,0.8326162321582595,17
2022-07-05 03:20:16.997298,4326,0.7001590230290831,17
2022-03-24 03:14:12.685366,4326,0.6084433698670733,18
2022-04-08 03:20:13.150736,4326,0.27631906298650344,18
2022-04-24 03:20:13.200949,4326,0.22476569810583663,18
2022-05-10 03:20:18.925396,4326,0.6767010944685973,18
2022-06-04 03:14:16.962707,4326,0.8328617913561681,18
2022-06-19 03:20:07.242837,4326,0.8688988783758735,18
2022-06-20 03:14:27.212213,4326,0.8467255663973309,18
2022-03-24 03:14:12.685366,4326,0.6395361019370842,19
2022-04-16 03:20:15.559889,4326,0.33982039156776195,19
2022-04-25 03:13:59.967091,4326,0.4273178790554723,19
2022-05-03 03:14:03.459407,4326,0.6353042690547995,19
2022-05-10 03:20:18.925396,4326,0.5988938322965015,19
2022-06-04 03:14:16.962707,4326,0.7632056624676977,19
2022-06-12 03:13:49.222515,4326,0.7351818588971478,19
2022-06-19 03:20:07.242837,4326,0.7626727155708519,19
2022-06-20 03:14:27.212213,4326,0.7773842923765816,19
2022-03-24 03:14:12.685366,4326,0.4043489763735671,20
2022-04-08 03:20:13.150736,4326,0.23285160776671054,20
2022-04-24 03:20:13.200949,4326,0.4396781479963832,20
2022-05-10 03:20:18.925396,4326,0.7215451198565015,20
2022-06-04 03:14:16.962707,4326,0.7917694645966014,20
2022-06-19 03:20:07.242837,4326,0.7870414521590845,20
