time,spatial_ref,values,indice
2022-03-23 03:20:15.728245,4326,0.3993484000772788,0
2022-03-24 03:14:12.685366,4326,0.7280318419274453,0
2022-04-01 03:13:58.770662,4326,0.0406436173233883,0
2022-04-08 03:20:13.150736,4326,0.3565031309989324,0
2022-04-09 03:14:09.306474,4326,0.2076159506588327,0
2022-04-16 03:20:15.559889,4326,0.2975437060993416,0
2022-04-24 03:20:13.200949,4326,0.2392498584677623,0
2022-04-25 03:13:59.967091,4326,0.3181821932282412,0
2022-05-02 03:20:09.465256,4326,0.2889935625566705,0
2022-05-03 03:14:03.459407,4326,0.3376035191431888,0
2022-05-10 03:20:18.925396,4326,0.5630542981513446,0
2022-05-11 03:13:53.461831,4326,0.6016467851533167,0
2022-05-19 03:14:11.246989,4326,0.4306630843229861,0
2022-05-26 03:20:21.142529,4326,0.3542128371965089,0
2022-05-27 03:13:44.863668,4326,0.1088772525537334,0
2022-06-03 03:19:57.305469,4326,0.0434721100698429,0
2022-06-04 03:14:16.962707,4326,0.7661916192655222,0
2022-06-11 03:20:33.246258,4326,0.690649131752603,0
2022-06-12 03:13:49.222515,4326,0.7490695147061446,0
2022-06-19 03:20:07.242837,4326,0.3919432237631757,0
2022-06-20 03:14:27.212213,4326,0.6043135139717801,0
2022-06-28 03:14:07.550982,4326,0.6548489059239858,0
2022-07-05 03:20:16.997298,4326,0.7501996012207414,0
2022-07-13 03:20:38.965531,4326,0.2703813682787677,0
2022-03-23 03:20:15.728245,4326,0.6717044324258158,1
2022-03-24 03:14:12.685366,4326,0.6260757276575094,1
2022-04-01 03:13:58.770662,4326,0.0214771549884828,1
2022-04-08 03:20:13.150736,4326,0.1735170242160305,1
2022-04-09 03:14:09.306474,4326,0.3186934006200085,1
2022-04-16 03:20:15.559889,4326,0.2951248733917573,1
2022-04-24 03:20:13.200949,4326,0.3089941526071123,1
2022-04-25 03:13:59.967091,4326,0.3245623201377732,1
2022-05-02 03:20:09.465256,4326,0.3563075027283076,1
2022-05-03 03:14:03.459407,4326,0.1317339946303923,1
2022-05-10 03:20:18.925396,4326,0.3527854323076063,1
2022-05-11 03:13:53.461831,4326,0.5565134347418047,1
2022-05-19 03:14:11.246989,4326,0.49048635487959,1
2022-05-26 03:20:21.142529,4326,0.4736522829168268,1
2022-05-27 03:13:44.863668,4326,0.0894558410116239,1
2022-06-03 03:19:57.305469,4326,0.0305853137029261,1
2022-06-04 03:14:16.962707,4326,0.6846341607489573,1
2022-06-11 03:20:33.246258,4326,0.6509991378303188,1
2022-06-12 03:13:49.222515,4326,0.7262806224838059,1
2022-06-19 03:20:07.242837,4326,0.7326977533042939,1
2022-06-20 03:14:27.212213,4326,0.6559590101046312,1
2022-06-28 03:14:07.550982,4326,0.5672323864868908,1
2022-07-05 03:20:16.997298,4326,0.7198296110246555,1
2022-07-13 03:20:38.965531,4326,0.4374684864887881,1
2022-03-23 03:20:15.728245,4326,0.6249143735738945,2
2022-04-08 03:20:13.150736,4326,0.0211266592024903,2
2022-04-09 03:14:09.306474,4326,0.1786503053901311,2
2022-04-16 03:20:15.559889,4326,0.281753184535245,2
2022-04-24 03:20:13.200949,4326,0.4535407745757976,2
2022-04-25 03:13:59.967091,4326,0.4212304794758946,2
2022-05-02 03:20:09.465256,4326,0.49392625605629,2
2022-05-03 03:14:03.459407,4326,-0.1060047289322424,2
2022-05-10 03:20:18.925396,4326,0.0935323558698762,2
2022-05-11 03:13:53.461831,4326,0.6796181637806701,2
2022-05-19 03:14:11.246989,4326,0.4761004409991555,2
2022-05-26 03:20:21.142529,4326,0.2497162136154698,2
2022-05-27 03:13:44.863668,4326,0.4926925997642211,2
2022-06-03 03:19:57.305469,4326,0.3104470005230426,2
2022-06-04 03:14:16.962707,4326,1.1322725929269943,2
2022-06-11 03:20:33.246258,4326,0.6876012068510526,2
2022-06-19 03:20:07.242837,4326,0.7596981031339763,2
2022-06-20 03:14:27.212213,4326,0.6357257786247199,2
2022-06-28 03:14:07.550982,4326,0.4363648731906894,2
2022-07-05 03:20:16.997298,4326,0.7158572459193387,2
2022-07-13 03:20:38.965531,4326,0.3290024150775879,2
2022-03-23 03:20:15.728245,4326,0.2459636600582725,3
2022-03-24 03:14:12.685366,4326,0.6545739820837898,3
2022-04-01 03:13:58.770662,4326,0.0386646229793861,3
2022-04-08 03:20:13.150736,4326,0.0123646707557317,3
2022-04-09 03:14:09.306474,4326,0.0630891868922889,3
2022-04-16 03:20:15.559889,4326,0.3471027036976761,3
2022-04-24 03:20:13.200949,4326,0.1788330836844373,3
2022-04-25 03:13:59.967091,4326,0.5221737182691302,3
2022-05-02 03:20:09.465256,4326,0.5032184991615581,3
2022-05-03 03:14:03.459407,4326,0.3724958735122926,3
2022-05-10 03:20:18.925396,4326,0.523188612906497,3
2022-05-11 03:13:53.461831,4326,0.2722455667370346,3
2022-05-19 03:14:11.246989,4326,0.558605664702546,3
2022-05-26 03:20:21.142529,4326,0.5439580943171696,3
2022-05-27 03:13:44.863668,4326,0.4872417835802698,3
2022-06-03 03:19:57.305469,4326,0.492729028830438,3
2022-06-04 03:14:16.962707,4326,0.7968061304777382,3
2022-06-11 03:20:33.246258,4326,0.7179866484997088,3
2022-06-12 03:13:49.222515,4326,0.7815805037342342,3
2022-06-19 03:20:07.242837,4326,0.0851926536822149,3
2022-06-20 03:14:27.212213,4326,0.7069173166450593,3
2022-06-28 03:14:07.550982,4326,0.6890028285566615,3
2022-07-05 03:20:16.997298,4326,0.7190276015650173,3
2022-07-13 03:20:38.965531,4326,0.2262571117684785,3
2022-03-16 03:14:10.125549,4326,0.0573258830642552,4
2022-03-23 03:20:15.728245,4326,0.3981230369205164,4
2022-03-24 03:14:12.685366,4326,0.3528974549755687,4
2022-04-01 03:13:58.770662,4326,0.0654381875910046,4
2022-04-08 03:20:13.150736,4326,0.0372405879364857,4
2022-04-09 03:14:09.306474,4326,0.2807833265250393,4
2022-04-16 03:20:15.559889,4326,0.1936245934650159,4
2022-04-24 03:20:13.200949,4326,0.2976297714339809,4
2022-04-25 03:13:59.967091,4326,0.4606311089719054,4
2022-05-02 03:20:09.465256,4326,0.3569894850974054,4
2022-05-03 03:14:03.459407,4326,0.3399964970341982,4
2022-05-10 03:20:18.925396,4326,0.8152865245805118,4
2022-05-11 03:13:53.461831,4326,0.7599727417193075,4
2022-05-19 03:14:11.246989,4326,0.4989737091838922,4
2022-05-26 03:20:21.142529,4326,0.5456172954828289,4
2022-05-27 03:13:44.863668,4326,0.0282810502771961,4
2022-06-03 03:19:57.305469,4326,0.0459434597129267,4
2022-06-04 03:14:16.962707,4326,0.8600867536129941,4
2022-06-11 03:20:33.246258,4326,0.7407005940194026,4
2022-06-12 03:13:49.222515,4326,0.8163706134356327,4
2022-06-19 03:20:07.242837,4326,0.8213083988118479,4
2022-06-20 03:14:27.212213,4326,0.7322299686234311,4
2022-06-28 03:14:07.550982,4326,0.5959751962119704,4
2022-07-05 03:20:16.997298,4326,0.6332840520422265,4
2022-07-13 03:20:38.965531,4326,0.3578121006372087,4
2022-03-23 03:20:15.728245,4326,0.5600149234818397,5
2022-03-24 03:14:12.685366,4326,0.5867438076240902,5
2022-04-01 03:13:58.770662,4326,0.0317624310848771,5
2022-04-08 03:20:13.150736,4326,0.0289792995721809,5
2022-04-09 03:14:09.306474,4326,0.2888900733095421,5
2022-04-16 03:20:15.559889,4326,0.1134587439698259,5
2022-04-24 03:20:13.200949,4326,0.4404898919135308,5
2022-04-25 03:13:59.967091,4326,0.5078038701048965,5
2022-05-02 03:20:09.465256,4326,0.3353402714380347,5
2022-05-03 03:14:03.459407,4326,0.3700342896964817,5
2022-05-10 03:20:18.925396,4326,0.4091917565925653,5
2022-05-11 03:13:53.461831,4326,0.3002286700115194,5
2022-05-19 03:14:11.246989,4326,0.5363172372537104,5
2022-05-26 03:20:21.142529,4326,0.3668258633061383,5
2022-05-27 03:13:44.863668,4326,0.1334341981031662,5
2022-06-03 03:19:57.305469,4326,0.2662270363180808,5
2022-06-04 03:14:16.962707,4326,0.7432712172410705,5
2022-06-11 03:20:33.246258,4326,0.6599009351000928,5
2022-06-12 03:13:49.222515,4326,0.7339956104494691,5
2022-06-19 03:20:07.242837,4326,0.3278371096321965,5
2022-06-20 03:14:27.212213,4326,0.6825409276986646,5
